200
(18, 84, 121)
(146, 161, 122)
(109, 149, 123)
(99, 131, 124)
(47, 163, 125)
(61, 67, 126)
(64, 169, 127)
(84, 164, 128)
(13, 160, 129)
(51, 85, 130)
(17, 37, 131)
(127, 198, 132)
(37, 42, 133)
(40, 194, 134)
(41, 175, 135)
(175, 188, 136)
(13, 49, 137)
(107, 154, 138)
(37, 187, 139)
(40, 81, 140)
(97, 128, 141)
(22, 193, 142)
(26, 140, 143)
(64, 119, 144)
(84, 122, 145)
(140, 180, 146)
(2, 181, 147)
(168, 181, 148)
(22, 176, 149)
(26, 63, 150)
(46, 58, 151)
(177, 185, 152)
(12, 126, 153)
(69, 123, 154)
(2, 36, 155)
(93, 101, 156)
(59, 189, 157)
(22, 35, 158)
(153, 176, 159)
(154, 155, 160)
(31, 179, 161)
(16, 136, 162)
(197, 199, 163)
(135, 145, 164)
(49, 80, 165)
(68, 180, 166)
(72, 143, 167)
(55, 94, 168)
(45, 164, 169)
(11, 28, 170)
(49, 161, 171)
(159, 172, 172)
(163, 169, 173)
(92, 193, 174)
(96, 132, 175)
(25, 136, 176)
(11, 109, 177)
(68, 106, 178)
(128, 143, 179)
(78, 135, 180)
(172, 184, 181)
(30, 42, 182)
(185, 195, 183)
(58, 179, 184)
(77, 117, 185)
(24, 127, 186)
(43, 173, 187)
(6, 51, 188)
(63, 166, 189)
(10, 62, 190)
(157, 189, 191)
(161, 186, 192)
(90, 192, 193)
(91, 185, 194)
(110, 135, 195)
(111, 170, 196)
(43, 58, 197)
(134, 151, 198)
(67, 176, 199)
(33, 96, 200)
(90, 115, 201)
(57, 106, 202)
(43, 75, 203)
(52, 171, 204)
(56, 174, 205)
(19, 34, 206)
(5, 27, 207)
(62, 68, 208)
(9, 88, 209)
(29, 133, 210)
(86, 94, 211)
(89, 170, 212)
(52, 90, 213)
(76, 96, 214)
(75, 88, 215)
(38, 44, 216)
(4, 84, 217)
(8, 111, 218)
(62, 166, 219)
(65, 66, 220)
(28, 114, 221)
(51, 147, 222)
(95, 186, 223)
(98, 138, 224)
(27, 138, 225)
(17, 112, 226)
(37, 125, 227)
(94, 102, 228)
(41, 122, 229)
(4, 138, 230)
(64, 181, 231)
(27, 59, 232)
(84, 184, 233)
(13, 196, 234)
(3, 50, 235)
(23, 47, 236)
(88, 170, 237)
(13, 85, 238)
(17, 146, 239)
(164, 199, 240)
(93, 167, 241)
(97, 172, 242)
(64, 83, 243)
(22, 92, 244)
(79, 101, 245)
(121, 151, 246)
(35, 195, 247)
(36, 104, 248)
(55, 156, 249)
(102, 153, 250)
(25, 74, 251)
(83, 188, 252)
(102, 104, 253)
(49, 124, 254)
(68, 168, 255)
(186, 191, 256)
(44, 177, 257)
(45, 136, 258)
(11, 56, 259)
(58, 117, 260)
(149, 154, 261)
(115, 124, 262)
(78, 112, 263)
(81, 188, 264)
(44, 64, 265)
(11, 137, 266)
(24, 44, 267)
(6, 140, 268)
(10, 67, 269)
(125, 156, 270)
(54, 152, 271)
(43, 137, 272)
(81, 94, 273)
(90, 164, 274)
(0, 196, 275)
(20, 143, 276)
(39, 93, 277)
(9, 154, 278)
(67, 172, 279)
(87, 177, 280)
(53, 65, 281)
(170, 175, 282)
(124, 186, 283)
(42, 101, 284)
(100, 179, 285)
(86, 122, 286)
(15, 170, 287)
(56, 57, 288)
(65, 189, 289)
(32, 34, 290)
(4, 72, 291)
(42, 135, 292)
(8, 11, 293)
(118, 186, 294)
(28, 86, 295)
(122, 169, 296)
(32, 145, 297)
(145, 150, 298)
(95, 158, 299)
(27, 150, 300)
(47, 91, 301)
(13, 151, 302)
(17, 92, 303)
(75, 162, 304)
(41, 86, 305)
(61, 139, 306)
(127, 158, 307)
(40, 154, 308)
(3, 46, 309)
(46, 144, 310)
(50, 111, 311)
(13, 121, 312)
(88, 134, 313)
(70, 106, 314)
(74, 121, 315)
(3, 191, 316)
(22, 137, 317)
(23, 160, 318)
(69, 162, 319)
(16, 50, 320)
(2, 125, 321)
(26, 119, 322)
(154, 160, 323)
(46, 114, 324)
(177, 193, 325)
(16, 65, 326)
(36, 140, 327)
(150, 156, 328)
(139, 141, 329)
(12, 149, 330)
(25, 38, 331)
(79, 159, 332)
(49, 152, 333)
(116, 144, 334)
(34, 159, 335)
(1, 78, 336)
(92, 137, 337)
(129, 177, 338)
(10, 148, 339)
(77, 172, 340)
(6, 104, 341)
(10, 103, 342)
(30, 98, 343)
(162, 170, 344)
(0, 49, 345)
(111, 125, 346)
(114, 179, 347)
(143, 182, 348)
(0, 160, 349)
(147, 179, 350)
(20, 163, 351)
(39, 65, 352)
(5, 177, 353)
(9, 182, 354)
(63, 79, 355)
(33, 40, 356)
(5, 194, 357)
(104, 131, 358)
(123, 161, 359)
(33, 153, 360)
(38, 138, 361)
(133, 174, 362)
(136, 158, 363)
(86, 134, 364)
(14, 163, 365)
(8, 88, 366)
(32, 78, 367)
(71, 103, 368)
(109, 176, 369)
(146, 186, 370)
(38, 116, 371)
(166, 185, 372)
(4, 44, 373)
(95, 109, 374)
(98, 195, 375)
(118, 134, 376)
(32, 189, 377)
(142, 182, 378)
(131, 163, 379)
(151, 188, 380)
(108, 127, 381)
(71, 133, 382)
(17, 56, 383)
(37, 53, 384)
(41, 178, 385)
(61, 175, 386)
(107, 177, 387)
(3, 10, 388)
(41, 195, 389)
(60, 105, 390)
(26, 169, 391)
(84, 103, 392)
(141, 168, 393)
(70, 86, 394)
(22, 149, 395)
(23, 196, 396)
(12, 91, 397)
(2, 65, 398)
(59, 144, 399)
(26, 75, 400)
(117, 138, 401)
(174, 195, 402)
(12, 42, 403)
(35, 155, 404)
(36, 160, 405)
(55, 196, 406)
(150, 184, 407)
(79, 194, 408)
(83, 135, 409)
(102, 161, 410)
(12, 185, 411)
(35, 104, 412)
(1, 136, 413)
(55, 117, 414)
(21, 197, 415)
(49, 132, 416)
(1, 57, 417)
(115, 135, 418)
(48, 124, 419)
(30, 188, 420)
(68, 119, 421)
(128, 164, 422)
(129, 157, 423)
(78, 168, 424)
(7, 148, 425)
(20, 97, 426)
(58, 156, 427)
(6, 84, 428)
(63, 141, 429)
(67, 70, 430)
(30, 94, 431)
(91, 92, 432)
(0, 29, 433)
(33, 91, 434)
(90, 156, 435)
(57, 77, 436)
(5, 149, 437)
(43, 110, 438)
(171, 181, 439)
(80, 90, 440)
(53, 185, 441)
(56, 147, 442)
(57, 190, 443)
(119, 136, 444)
(156, 182, 445)
(19, 118, 446)
(38, 182, 447)
(76, 125, 448)
(137, 199, 449)
(18, 194, 450)
(113, 192, 451)
(169, 182, 452)
(65, 101, 453)
(85, 106, 454)
(32, 106, 455)
(18, 85, 456)
(146, 158, 457)
(109, 148, 458)
(99, 130, 459)
(27, 161, 460)
(28, 158, 461)
(47, 162, 462)
(142, 146, 463)
(37, 88, 464)
(75, 157, 465)
(94, 139, 466)
(84, 165, 467)
(17, 36, 468)
(127, 193, 469)
(37, 41, 470)
(40, 195, 471)
(41, 174, 472)
(61, 179, 473)
(175, 191, 474)
(107, 157, 475)
(144, 161, 476)
(164, 172, 477)
(37, 186, 478)
(40, 82, 479)
(3, 102, 480)
(97, 135, 481)
(84, 123, 482)
(140, 181, 483)
(70, 178, 484)
(2, 178, 485)
(22, 177, 486)
(26, 60, 487)
(173, 187, 488)
(73, 127, 489)
(2, 37, 490)
(93, 100, 491)
(59, 188, 492)
(22, 32, 493)
(103, 143, 494)
(197, 198, 495)
(35, 183, 496)
(25, 109, 497)
(82, 134, 498)
(135, 144, 499)
(49, 87, 500)
(68, 181, 501)
(72, 176, 502)
(120, 156, 503)
(11, 31, 504)
(92, 194, 505)
(58, 94, 506)
(21, 74, 507)
(25, 143, 508)
(44, 93, 509)
(68, 107, 510)
(34, 199, 511)
(58, 193, 512)
(6, 161, 513)
(172, 185, 514)
(34, 54, 515)
(0, 74, 516)
(185, 194, 517)
(58, 176, 518)
(77, 116, 519)
(24, 64, 520)
(43, 172, 521)
(6, 48, 522)
(81, 113, 523)
(63, 161, 524)
(101, 126, 525)
(10, 63, 526)
(157, 188, 527)
(90, 193, 528)
(111, 181, 529)
(33, 103, 530)
(90, 112, 531)
(53, 108, 532)
(76, 131, 533)
(43, 74, 534)
(52, 180, 535)
(56, 175, 536)
(19, 37, 537)
(5, 26, 538)
(100, 152, 539)
(137, 146, 540)
(89, 169, 541)
(15, 81, 542)
(18, 151, 543)
(132, 147, 544)
(85, 157, 545)
(38, 45, 546)
(4, 85, 547)
(42, 160, 548)
(62, 167, 549)
(28, 115, 550)
(32, 118, 551)
(145, 169, 552)
(166, 193, 553)
(95, 165, 554)
(98, 139, 555)
(47, 70, 556)
(17, 119, 557)
(94, 103, 558)
(4, 139, 559)
(118, 121, 560)
(27, 58, 561)
(84, 185, 562)
(40, 191, 563)
(3, 53, 564)
(41, 138, 565)
(60, 162, 566)
(155, 158, 567)
(50, 72, 568)
(88, 171, 569)
(107, 121, 570)
(17, 145, 571)
(164, 192, 572)
(93, 166, 573)
(40, 78, 574)
(3, 66, 575)
(70, 158, 576)
(83, 97, 577)
(46, 87, 578)
(50, 170, 579)
(69, 94, 580)
(126, 129, 581)
(55, 159, 582)
(2, 9, 583)
(102, 158, 584)
(31, 150, 585)
(21, 140, 586)
(25, 73, 587)
(82, 106, 588)
(45, 118, 589)
(102, 105, 590)
(31, 39, 591)
(186, 188, 592)
(116, 189, 593)
(44, 178, 594)
(45, 135, 595)
(11, 59, 596)
(54, 127, 597)
(1, 97, 598)
(92, 166, 599)
(96, 161, 600)
(149, 153, 601)
(81, 179, 602)
(44, 65, 603)
(11, 136, 604)
(68, 79, 605)
(24, 45, 606)
(34, 90, 607)
(0, 86, 608)
(54, 153, 609)
(114, 140, 610)
(24, 92, 611)
(6, 28, 612)
(63, 197, 613)
(90, 165, 614)
(91, 132, 615)
(110, 160, 616)
(147, 150, 617)
(20, 136, 618)
(39, 92, 619)
(9, 153, 620)
(87, 176, 621)
(143, 194, 622)
(39, 45, 623)
(170, 172, 624)
(119, 195, 625)
(123, 132, 626)
(52, 136, 627)
(56, 75, 628)
(19, 65, 629)
(42, 98, 630)
(62, 97, 631)
(100, 188, 632)
(85, 192, 633)
(89, 133, 634)
(14, 196, 635)
(52, 63, 636)
(15, 181, 637)
(19, 174, 638)
(14, 119, 639)
(113, 136, 640)
(38, 73, 641)
(4, 73, 642)
(42, 132, 643)
(8, 12, 644)
(122, 182, 645)
(32, 146, 646)
(94, 176, 647)
(95, 153, 648)
(151, 155, 649)
(28, 198, 650)
(47, 90, 651)
(88, 105, 652)
(13, 150, 653)
(17, 83, 654)
(75, 165, 655)
(64, 146, 656)
(127, 153, 657)
(112, 174, 658)
(40, 155, 659)
(23, 50, 660)
(50, 108, 661)
(88, 135, 662)
(70, 107, 663)
(93, 138, 664)
(40, 42, 665)
(3, 190, 666)
(26, 197, 667)
(16, 51, 668)
(73, 166, 669)
(36, 62, 670)
(22, 121, 671)
(79, 120, 672)
(117, 181, 673)
(26, 116, 674)
(121, 178, 675)
(177, 192, 676)
(106, 166, 677)
(16, 66, 678)
(126, 189, 679)
(36, 141, 680)
(102, 186, 681)
(12, 150, 682)
(1, 163, 683)
(92, 100, 684)
(21, 160, 685)
(96, 111, 686)
(25, 37, 687)
(79, 158, 688)
(45, 90, 689)
(48, 194, 690)
(115, 170, 691)
(152, 160, 692)
(44, 150, 693)
(34, 156, 694)
(54, 91, 695)
(1, 77, 696)
(149, 189, 697)
(81, 159, 698)
(10, 149, 699)
(20, 78, 700)
(77, 171, 701)
(7, 192, 702)
(10, 100, 703)
(158, 180, 704)
(125, 191, 705)
(91, 115, 706)
(111, 124, 707)
(158, 199, 708)
(90, 185, 709)
(143, 177, 710)
(80, 127, 711)
(63, 78, 712)
(33, 47, 713)
(57, 161, 714)
(5, 193, 715)
(100, 193, 716)
(119, 167, 717)
(104, 132, 718)
(33, 152, 719)
(15, 24, 720)
(76, 90, 721)
(132, 196, 722)
(5, 82, 723)
(80, 157, 724)
(133, 173, 725)
(86, 135, 726)
(14, 160, 727)
(8, 89, 728)
(32, 79, 729)
(14, 83, 730)
(18, 110, 731)
(109, 175, 732)
(75, 99, 733)
(113, 180, 734)
(166, 190, 735)
(98, 192, 736)
(8, 40, 737)
(99, 105, 738)
(32, 190, 739)
(142, 183, 740)
(131, 162, 741)
(4, 188, 742)
(8, 183, 743)
(27, 117, 744)
(47, 126, 745)
(13, 186, 746)
(51, 123, 747)
(37, 52, 748)
(41, 177, 749)
(61, 174, 750)
(155, 169, 751)
(107, 176, 752)
(108, 143, 753)
(3, 13, 754)
(41, 194, 755)
(23, 86, 756)
(117, 119, 757)
(46, 173, 758)
(84, 96, 759)
(141, 167, 760)
(2, 175, 761)
(23, 199, 762)
(12, 84, 763)
(69, 133, 764)
(16, 31, 765)
(36, 82, 766)
(2, 94, 767)
(79, 92, 768)
(174, 192, 769)
(16, 174, 770)
(36, 161, 771)
(135, 175, 772)
(139, 168, 773)
(12, 186, 774)
(31, 110, 775)
(55, 116, 776)
(59, 113, 777)
(49, 187, 778)
(21, 53, 779)
(152, 188, 780)
(44, 122, 781)
(105, 124, 782)
(0, 111, 783)
(20, 98, 784)
(24, 101, 785)
(6, 85, 786)
(10, 24, 787)
(0, 30, 788)
(91, 95, 789)
(111, 144, 790)
(87, 139, 791)
(90, 157, 792)
(143, 149, 793)
(76, 152, 794)
(39, 100, 795)
(5, 148, 796)
(80, 91, 797)
(171, 180, 798)
(53, 184, 799)
(56, 148, 800)
(57, 189, 801)
(156, 183, 802)
(160, 178, 803)
(52, 64, 804)
(15, 124, 805)
(18, 176, 806)
(19, 121, 807)
(76, 126, 808)
(132, 184, 809)
(42, 58, 810)
(66, 164, 811)
(86, 163, 812)
(14, 188, 813)
(4, 114, 814)
(8, 117, 815)
(85, 105, 816)
(32, 107, 817)
(51, 185, 818)
(14, 47, 819)
(169, 198, 820)
(8, 196, 821)
(27, 160, 822)
(28, 159, 823)
(142, 147, 824)
(37, 71, 825)
(75, 156, 826)
(131, 158, 827)
(151, 195, 828)
(64, 171, 829)
(27, 81, 830)
(51, 87, 831)
(40, 196, 832)
(41, 173, 833)
(155, 181, 834)
(175, 190, 835)
(13, 47, 836)
(107, 156, 837)
(144, 162, 838)
(17, 180, 839)
(164, 173, 840)
(37, 185, 841)
(40, 83, 842)
(3, 105, 843)
(22, 199, 844)
(23, 122, 845)
(64, 73, 846)
(168, 183, 847)
(26, 61, 848)
(46, 56, 849)
(12, 120, 850)
(70, 194, 851)
(36, 118, 852)
(55, 186, 853)
(2, 34, 854)
(22, 33, 855)
(31, 189, 856)
(16, 138, 857)
(130, 158, 858)
(83, 162, 859)
(68, 182, 860)
(72, 177, 861)
(55, 88, 862)
(120, 157, 863)
(45, 162, 864)
(159, 174, 865)
(163, 171, 866)
(1, 4, 867)
(92, 195, 868)
(96, 134, 869)
(25, 142, 870)
(44, 94, 871)
(30, 153, 872)
(68, 84, 873)
(128, 129, 874)
(78, 133, 875)
(6, 166, 876)
(172, 186, 877)
(54, 178, 878)
(24, 65, 879)
(43, 175, 880)
(81, 112, 881)
(63, 160, 882)
(101, 125, 883)
(157, 187, 884)
(91, 187, 885)
(110, 133, 886)
(67, 178, 887)
(90, 113, 888)
(110, 116, 889)
(5, 136, 890)
(43, 77, 891)
(56, 176, 892)
(5, 25, 893)
(100, 153, 894)
(9, 94, 895)
(29, 131, 896)
(18, 148, 897)
(19, 149, 898)
(14, 152, 899)
(15, 193, 900)
(18, 39, 901)
(75, 90, 902)
(4, 86, 903)
(62, 164, 904)
(32, 119, 905)
(51, 149, 906)
(166, 198, 907)
(98, 136, 908)
(99, 161, 909)
(27, 140, 910)
(47, 65, 911)
(37, 123, 912)
(94, 100, 913)
(27, 61, 914)
(13, 194, 915)
(23, 41, 916)
(13, 83, 917)
(88, 172, 918)
(164, 193, 919)
(3, 69, 920)
(23, 158, 921)
(70, 159, 922)
(2, 151, 923)
(22, 82, 924)
(46, 84, 925)
(69, 93, 926)
(16, 103, 927)
(36, 106, 928)
(55, 158, 929)
(103, 178, 930)
(31, 145, 931)
(21, 139, 932)
(25, 72, 933)
(79, 133, 934)
(45, 117, 935)
(83, 190, 936)
(102, 110, 937)
(49, 114, 938)
(68, 170, 939)
(72, 173, 940)
(120, 185, 941)
(48, 182, 942)
(11, 58, 943)
(49, 195, 944)
(54, 124, 945)
(129, 171, 946)
(96, 162, 947)
(21, 109, 948)
(149, 152, 949)
(81, 178, 950)
(44, 66, 951)
(115, 126, 952)
(101, 191, 953)
(129, 196, 954)
(77, 134, 955)
(24, 46, 956)
(81, 195, 957)
(67, 112, 958)
(87, 109, 959)
(0, 87, 960)
(54, 158, 961)
(20, 26, 962)
(24, 93, 963)
(81, 92, 964)
(63, 196, 965)
(157, 159, 966)
(87, 194, 967)
(110, 161, 968)
(39, 95, 969)
(63, 85, 970)
(29, 69, 971)
(76, 160, 972)
(170, 173, 973)
(119, 194, 974)
(104, 169, 975)
(123, 135, 976)
(124, 180, 977)
(56, 76, 978)
(19, 64, 979)
(42, 99, 980)
(80, 178, 981)
(62, 102, 982)
(100, 189, 983)
(137, 141, 984)
(66, 125, 985)
(86, 120, 986)
(89, 132, 987)
(15, 180, 988)
(56, 59, 989)
(19, 177, 990)
(65, 179, 991)
(28, 33, 992)
(85, 176, 993)
(32, 36, 994)
(14, 116, 995)
(113, 143, 996)
(4, 74, 997)
(8, 13, 998)
(32, 147, 999)
(145, 148, 1000)
(98, 172, 1001)
(27, 104, 1002)
(47, 101, 1003)
(88, 106, 1004)
(17, 82, 1005)
(41, 84, 1006)
(179, 194, 1007)
(108, 164, 1008)
(112, 175, 1009)
(60, 71, 1010)
(50, 109, 1011)
(88, 136, 1012)
(93, 137, 1013)
(40, 43, 1014)
(23, 162, 1015)
(69, 160, 1016)
(16, 52, 1017)
(73, 165, 1018)
(36, 63, 1019)
(154, 174, 1020)
(121, 177, 1021)
(46, 112, 1022)
(16, 67, 1023)
(126, 162, 1024)
(35, 78, 1025)
(1, 162, 1026)
(59, 84, 1027)
(45, 89, 1028)
(48, 195, 1029)
(48, 82, 1030)
(34, 157, 1031)
(92, 139, 1032)
(1, 76, 1033)
(148, 149, 1034)
(129, 183, 1035)
(78, 82, 1036)
(7, 178, 1037)
(10, 146, 1038)
(77, 170, 1039)
(158, 181, 1040)
(125, 190, 1041)
(162, 168, 1042)
(0, 51, 1043)
(111, 127, 1044)
(20, 62, 1045)
(158, 196, 1046)
(90, 134, 1047)
(143, 176, 1048)
(20, 173, 1049)
(63, 73, 1050)
(29, 41, 1051)
(104, 118, 1052)
(76, 196, 1053)
(5, 192, 1054)
(100, 194, 1055)
(119, 166, 1056)
(123, 163, 1057)
(33, 159, 1058)
(52, 109, 1059)
(76, 91, 1060)
(80, 158, 1061)
(156, 195, 1062)
(86, 132, 1063)
(14, 161, 1064)
(15, 136, 1065)
(65, 159, 1066)
(32, 64, 1067)
(14, 80, 1068)
(71, 97, 1069)
(18, 111, 1070)
(146, 184, 1071)
(109, 174, 1072)
(98, 193, 1073)
(8, 41, 1074)
(27, 199, 1075)
(28, 180, 1076)
(47, 136, 1077)
(142, 180, 1078)
(8, 184, 1079)
(27, 116, 1080)
(84, 131, 1081)
(51, 122, 1082)
(108, 121, 1083)
(71, 135, 1084)
(41, 176, 1085)
(127, 188, 1086)
(37, 132, 1087)
(3, 12, 1088)
(26, 183, 1089)
(46, 178, 1090)
(140, 147, 1091)
(141, 166, 1092)
(70, 84, 1093)
(2, 172, 1094)
(26, 38, 1095)
(192, 194, 1096)
(12, 85, 1097)
(2, 95, 1098)
(79, 95, 1099)
(117, 136, 1100)
(26, 73, 1101)
(174, 193, 1102)
(106, 155, 1103)
(35, 157, 1104)
(36, 162, 1105)
(55, 198, 1106)
(130, 187, 1107)
(82, 160, 1108)
(135, 174, 1109)
(31, 105, 1110)
(72, 150, 1111)
(35, 106, 1112)
(49, 186, 1113)
(159, 181, 1114)
(152, 189, 1115)
(44, 123, 1116)
(128, 166, 1117)
(129, 147, 1118)
(78, 174, 1119)
(10, 182, 1120)
(0, 96, 1121)
(20, 99, 1122)
(58, 154, 1123)
(63, 143, 1124)
(67, 72, 1125)
(30, 92, 1126)
(105, 157, 1127)
(91, 94, 1128)
(39, 150, 1129)
(134, 174, 1130)
(90, 154, 1131)
(143, 148, 1132)
(0, 142, 1133)
(39, 103, 1134)
(80, 92, 1135)
(43, 96, 1136)
(171, 183, 1137)
(124, 141, 1138)
(53, 135, 1139)
(57, 188, 1140)
(5, 36, 1141)
(171, 196, 1142)
(119, 138, 1143)
(156, 176, 1144)
(29, 190, 1145)
(52, 65, 1146)
(18, 177, 1147)
(76, 127, 1148)
(132, 185, 1149)
(136, 188, 1150)
(85, 135, 1151)
(4, 115, 1152)
(62, 137, 1153)
(32, 108, 1154)
(14, 44, 1155)
(89, 109, 1156)
(145, 195, 1157)
(18, 83, 1158)
(109, 146, 1159)
(169, 197, 1160)
(8, 197, 1161)
(27, 163, 1162)
(28, 152, 1163)
(47, 172, 1164)
(37, 70, 1165)
(61, 64, 1166)
(27, 80, 1167)
(17, 26, 1168)
(127, 195, 1169)
(40, 197, 1170)
(41, 172, 1171)
(60, 152, 1172)
(155, 180, 1173)
(175, 185, 1174)
(13, 46, 1175)
(107, 159, 1176)
(17, 171, 1177)
(164, 174, 1178)
(3, 104, 1179)
(97, 133, 1180)
(23, 117, 1181)
(140, 183, 1182)
(70, 176, 1183)
(74, 191, 1184)
(168, 184, 1185)
(173, 185, 1186)
(46, 57, 1187)
(12, 121, 1188)
(177, 190, 1189)
(70, 195, 1190)
(22, 38, 1191)
(97, 103, 1192)
(103, 137, 1193)
(31, 188, 1194)
(16, 139, 1195)
(130, 159, 1196)
(25, 115, 1197)
(82, 132, 1198)
(83, 165, 1199)
(72, 178, 1200)
(55, 91, 1201)
(120, 158, 1202)
(48, 139, 1203)
(11, 17, 1204)
(45, 161, 1205)
(68, 198, 1206)
(163, 170, 1207)
(96, 135, 1208)
(152, 153, 1209)
(25, 141, 1210)
(44, 95, 1211)
(7, 101, 1212)
(11, 110, 1213)
(68, 85, 1214)
(34, 197, 1215)
(6, 167, 1216)
(172, 187, 1217)
(176, 190, 1218)
(54, 179, 1219)
(43, 174, 1220)
(81, 119, 1221)
(63, 163, 1222)
(157, 186, 1223)
(43, 63, 1224)
(134, 138, 1225)
(67, 181, 1226)
(56, 194, 1227)
(76, 189, 1228)
(170, 182, 1229)
(43, 76, 1230)
(53, 155, 1231)
(19, 39, 1232)
(9, 93, 1233)
(18, 149, 1234)
(19, 148, 1235)
(132, 157, 1236)
(85, 155, 1237)
(4, 87, 1238)
(8, 18, 1239)
(28, 77, 1240)
(122, 144, 1241)
(166, 199, 1242)
(17, 117, 1243)
(37, 122, 1244)
(41, 127, 1245)
(98, 120, 1246)
(61, 100, 1247)
(27, 60, 1248)
(118, 127, 1249)
(47, 49, 1250)
(13, 193, 1251)
(198, 199, 1252)
(40, 161, 1253)
(3, 55, 1254)
(60, 188, 1255)
(23, 40, 1256)
(50, 70, 1257)
(140, 196, 1258)
(13, 82, 1259)
(93, 164, 1260)
(23, 153, 1261)
(2, 148, 1262)
(22, 83, 1263)
(26, 30, 1264)
(83, 99, 1265)
(121, 148, 1266)
(46, 85, 1267)
(126, 135, 1268)
(36, 107, 1269)
(55, 153, 1270)
(102, 156, 1271)
(103, 173, 1272)
(31, 144, 1273)
(35, 85, 1274)
(21, 138, 1275)
(25, 79, 1276)
(79, 132, 1277)
(82, 104, 1278)
(102, 111, 1279)
(49, 113, 1280)
(72, 174, 1281)
(182, 183, 1282)
(116, 191, 1283)
(44, 172, 1284)
(7, 56, 1285)
(120, 186, 1286)
(45, 133, 1287)
(11, 61, 1288)
(1, 103, 1289)
(92, 160, 1290)
(58, 112, 1291)
(21, 108, 1292)
(149, 167, 1293)
(129, 170, 1294)
(78, 119, 1295)
(68, 73, 1296)
(77, 133, 1297)
(24, 47, 1298)
(81, 194, 1299)
(105, 196, 1300)
(87, 108, 1301)
(34, 88, 1302)
(125, 153, 1303)
(20, 27, 1304)
(114, 138, 1305)
(24, 94, 1306)
(43, 138, 1307)
(90, 163, 1308)
(0, 199, 1309)
(39, 94, 1310)
(9, 159, 1311)
(63, 84, 1312)
(29, 68, 1313)
(67, 145, 1314)
(53, 78, 1315)
(123, 134, 1316)
(124, 181, 1317)
(56, 77, 1318)
(42, 96, 1319)
(133, 183, 1320)
(62, 103, 1321)
(9, 121, 1322)
(89, 139, 1323)
(56, 60, 1324)
(65, 178, 1325)
(32, 37, 1326)
(71, 124, 1327)
(75, 121, 1328)
(113, 142, 1329)
(4, 75, 1330)
(42, 130, 1331)
(8, 14, 1332)
(118, 185, 1333)
(28, 81, 1334)
(98, 173, 1335)
(47, 100, 1336)
(51, 97, 1337)
(71, 162, 1338)
(75, 167, 1339)
(61, 136, 1340)
(179, 197, 1341)
(127, 155, 1342)
(112, 160, 1343)
(3, 19, 1344)
(23, 76, 1345)
(13, 118, 1346)
(70, 105, 1347)
(26, 195, 1348)
(69, 175, 1349)
(16, 53, 1350)
(73, 164, 1351)
(36, 56, 1352)
(59, 137, 1353)
(22, 127, 1354)
(117, 179, 1355)
(154, 175, 1356)
(83, 127, 1357)
(121, 176, 1358)
(26, 114, 1359)
(177, 198, 1360)
(106, 164, 1361)
(16, 68, 1362)
(126, 163, 1363)
